story_id,title,status,image_path
"little-leela-061","Gopala and the shared meal","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-061.svg"
"little-leela-062","Govinda and the small quarrel","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-062.svg"
"little-leela-063","Keshava and the child in tears","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-063.svg"
"little-leela-064","Hari and the broken toy","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-064.svg"
"little-leela-065","Shyam and the tangled garland","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-065.svg"
"little-leela-066","Murari and the bright morning","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-066.svg"
"little-leela-067","Nanda-lala and the cracked water pot","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-067.svg"
"little-leela-068","Damodara and the sudden storm","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-068.svg"
"little-leela-069","Mohan and the basket of flowers","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-069.svg"
"little-leela-070","Madhava and the tired elder","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-070.svg"
"little-leela-071","Gopala and the hidden sweet","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-071.svg"
"little-leela-072","Govinda and the muddy path","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-072.svg"
"little-leela-073","Keshava and the evening lamp","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-073.svg"
"little-leela-074","Hari and the shy song","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-074.svg"
"little-leela-075","Shyam and the forgotten promise","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-075.svg"
"little-leela-076","Murari and the dusty flute","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-076.svg"
"little-leela-077","Nanda-lala and the hungry guest","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-077.svg"
"little-leela-078","Damodara and the quiet prayer","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-078.svg"
"little-leela-079","Mohan and the lonely friend","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-079.svg"
"little-leela-080","Madhava and the lost calf","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-080.svg"
"little-leela-081","Gopala and the shared meal","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-081.svg"
"little-leela-082","Govinda and the small quarrel","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-082.svg"
"little-leela-083","Keshava and the child in tears","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-083.svg"
"little-leela-084","Hari and the broken toy","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-084.svg"
"little-leela-085","Shyam and the tangled garland","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-085.svg"
"little-leela-086","Murari and the bright morning","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-086.svg"
"little-leela-087","Nanda-lala and the cracked water pot","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-087.svg"
"little-leela-088","Damodara and the sudden storm","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-088.svg"
"little-leela-089","Mohan and the basket of flowers","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-089.svg"
"little-leela-090","Madhava and the tired elder","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-090.svg"
"little-leela-091","Gopala and the hidden sweet","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-091.svg"
"little-leela-092","Govinda and the muddy path","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-092.svg"
"little-leela-093","Keshava and the evening lamp","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-093.svg"
"little-leela-094","Hari and the shy song","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-094.svg"
"little-leela-095","Shyam and the forgotten promise","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-095.svg"
"little-leela-096","Murari and the dusty flute","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-096.svg"
"little-leela-097","Nanda-lala and the hungry guest","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-097.svg"
"little-leela-098","Damodara and the quiet prayer","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-098.svg"
"little-leela-099","Mohan and the lonely friend","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-099.svg"
"little-leela-100","Madhava and the lost calf","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-100.svg"
"little-leela-101","Gopala and the shared meal","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-101.svg"
"little-leela-102","Govinda and the small quarrel","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-102.svg"
"little-leela-103","Keshava and the child in tears","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-103.svg"
"little-leela-104","Hari and the broken toy","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-104.svg"
"little-leela-105","Shyam and the tangled garland","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-105.svg"
"little-leela-106","Murari and the bright morning","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-106.svg"
"little-leela-107","Nanda-lala and the cracked water pot","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-107.svg"
"little-leela-108","Damodara and the sudden storm","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-108.svg"
"little-leela-109","Mohan and the basket of flowers","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-109.svg"
"little-leela-110","Madhava and the tired elder","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-110.svg"
"little-leela-111","Gopala and the hidden sweet","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-111.svg"
"little-leela-112","Govinda and the muddy path","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-112.svg"
"little-leela-113","Keshava and the evening lamp","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-113.svg"
"little-leela-114","Hari and the shy song","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-114.svg"
"little-leela-115","Shyam and the forgotten promise","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-115.svg"
"little-leela-116","Murari and the dusty flute","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-116.svg"
"little-leela-117","Nanda-lala and the hungry guest","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-117.svg"
"little-leela-118","Damodara and the quiet prayer","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-118.svg"
"little-leela-119","Mohan and the lonely friend","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-119.svg"
"little-leela-120","Madhava and the lost calf","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-120.svg"
"little-leela-121","Gopala and the shared meal","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-121.svg"
"little-leela-122","Govinda and the small quarrel","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-122.svg"
"little-leela-123","Keshava and the child in tears","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-123.svg"
"little-leela-124","Hari and the broken toy","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-124.svg"
"little-leela-125","Shyam and the tangled garland","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-125.svg"
"little-leela-126","Murari and the bright morning","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-126.svg"
"little-leela-127","Nanda-lala and the cracked water pot","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-127.svg"
"little-leela-128","Damodara and the sudden storm","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-128.svg"
"little-leela-129","Mohan and the basket of flowers","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-129.svg"
"little-leela-130","Madhava and the tired elder","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-130.svg"
"little-leela-131","Gopala and the hidden sweet","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-131.svg"
"little-leela-132","Govinda and the muddy path","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-132.svg"
"little-leela-133","Keshava and the evening lamp","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-133.svg"
"little-leela-134","Hari and the shy song","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-134.svg"
"little-leela-135","Shyam and the forgotten promise","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-135.svg"
"little-leela-136","Murari and the dusty flute","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-136.svg"
"little-leela-137","Nanda-lala and the hungry guest","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-137.svg"
"little-leela-138","Damodara and the quiet prayer","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-138.svg"
"little-leela-139","Mohan and the lonely friend","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-139.svg"
"little-leela-140","Madhava and the lost calf","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-140.svg"
"little-leela-141","Gopala and the shared meal","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-141.svg"
"little-leela-142","Govinda and the small quarrel","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-142.svg"
"little-leela-143","Keshava and the child in tears","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-143.svg"
"little-leela-144","Hari and the broken toy","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-144.svg"
"little-leela-145","Shyam and the tangled garland","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-145.svg"
"little-leela-146","Murari and the bright morning","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-146.svg"
"little-leela-147","Nanda-lala and the cracked water pot","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-147.svg"
"little-leela-148","Damodara and the sudden storm","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-148.svg"
"little-leela-149","Mohan and the basket of flowers","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-149.svg"
"little-leela-150","Madhava and the tired elder","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-150.svg"
"little-leela-151","Gopala and the hidden sweet","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-151.svg"
"little-leela-152","Govinda and the muddy path","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-152.svg"
"little-leela-153","Keshava and the evening lamp","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-153.svg"
"little-leela-154","Hari and the shy song","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-154.svg"
"little-leela-155","Shyam and the forgotten promise","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-155.svg"
"little-leela-156","Murari and the dusty flute","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-156.svg"
"little-leela-157","Nanda-lala and the hungry guest","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-157.svg"
"little-leela-158","Damodara and the quiet prayer","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-158.svg"
"little-leela-159","Mohan and the lonely friend","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-159.svg"
"little-leela-160","Madhava and the lost calf","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-160.svg"
"little-leela-161","Gopala and the shared meal","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-161.svg"
"little-leela-162","Govinda and the small quarrel","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-162.svg"
"little-leela-163","Keshava and the child in tears","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-163.svg"
"little-leela-164","Hari and the broken toy","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-164.svg"
"little-leela-165","Shyam and the tangled garland","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-165.svg"
"little-leela-166","Murari and the bright morning","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-166.svg"
"little-leela-167","Nanda-lala and the cracked water pot","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-167.svg"
"little-leela-168","Damodara and the sudden storm","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-168.svg"
"little-leela-169","Mohan and the basket of flowers","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-169.svg"
"little-leela-170","Madhava and the tired elder","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-170.svg"
"little-leela-171","Gopala and the hidden sweet","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-171.svg"
"little-leela-172","Govinda and the muddy path","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-172.svg"
"little-leela-173","Keshava and the evening lamp","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-173.svg"
"little-leela-174","Hari and the shy song","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-174.svg"
"little-leela-175","Shyam and the forgotten promise","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-175.svg"
"little-leela-176","Murari and the dusty flute","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-176.svg"
"little-leela-177","Nanda-lala and the hungry guest","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-177.svg"
"little-leela-178","Damodara and the quiet prayer","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-178.svg"
"little-leela-179","Mohan and the lonely friend","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-179.svg"
"little-leela-180","Madhava and the lost calf","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-180.svg"
"little-leela-181","Gopala and the shared meal","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-181.svg"
"little-leela-182","Govinda and the small quarrel","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-182.svg"
"little-leela-183","Keshava and the child in tears","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-183.svg"
"little-leela-184","Hari and the broken toy","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-184.svg"
"little-leela-185","Shyam and the tangled garland","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-185.svg"
"little-leela-186","Murari and the bright morning","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-186.svg"
"little-leela-187","Nanda-lala and the cracked water pot","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-187.svg"
"little-leela-188","Damodara and the sudden storm","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-188.svg"
"little-leela-189","Mohan and the basket of flowers","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-189.svg"
"little-leela-190","Madhava and the tired elder","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-190.svg"
"little-leela-191","Gopala and the hidden sweet","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-191.svg"
"little-leela-192","Govinda and the muddy path","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-192.svg"
"little-leela-193","Keshava and the evening lamp","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-193.svg"
"little-leela-194","Hari and the shy song","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-194.svg"
"little-leela-195","Shyam and the forgotten promise","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-195.svg"
"little-leela-196","Murari and the dusty flute","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-196.svg"
"little-leela-197","Nanda-lala and the hungry guest","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-197.svg"
"little-leela-198","Damodara and the quiet prayer","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-198.svg"
"little-leela-199","Mohan and the lonely friend","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-199.svg"
"little-leela-200","Madhava and the lost calf","temporary-needs-final-artwork","/images/stories/placeholders/little-leela-200.svg"
